,file_name,glamorous,rugged,healthy,fun
0,fun_23587228504.jpg,0,0,0,1
1,gentle_7722919740.jpg,0,0,0,0
2,rugged_14658341433.jpg,0,1,0,0
3,rugged_95509388.jpg,0,1,0,0
4,fun_4097116938.jpg,0,0,0,1
5,rugged_8092488166.jpg,0,1,0,0
6,healthy_16295890900.jpg,0,0,1,0
7,healthy_6303792588.jpg,0,0,1,0
8,glamorous_6214212532.jpg,1,0,0,0
9,healthy_5689017652.jpg,0,0,1,0
10,healthy_3598097345.jpg,0,0,1,0
11,fun_8598625630.jpg,0,0,0,1
12,rugged_2622452612.jpg,0,1,0,0
13,rugged_7695371036.jpg,0,1,0,0
14,gentle_3588070037.jpg,0,0,0,0
15,healthy_6673967531.jpg,0,0,1,0
16,fun_8487762330.jpg,0,0,0,1
17,rugged_15398340170.jpg,0,1,0,0
18,glamorous_4394436524.jpg,1,0,0,0
19,fun_8701876707.jpg,0,0,0,1
20,drab_4137111488.jpg,0,0,0,0
21,healthy_3630231155.jpg,0,0,1,0
22,rugged_7883598080.jpg,0,1,0,0
23,healthy_7116047957.jpg,0,0,1,0
24,drab_4793521308.jpg,0,0,0,0
25,healthy_6678203703.jpg,0,0,1,0
26,healthy_2652369848.jpg,0,0,1,0
27,unhealthy_7522145770.jpg,0,0,0,0
28,dull_8290721963.jpg,0,0,0,0
29,glamorous_4815496699.jpg,1,0,0,0
30,healthy_4065901786.jpg,0,0,1,0
31,dull_16195328723.jpg,0,0,0,0
32,gentle_9285211649.jpg,0,0,0,0
33,rugged_13537833883.jpg,0,1,0,0
34,rugged_5739476074.jpg,0,1,0,0
35,glamorous_4793495268.jpg,1,0,0,0
36,healthy_2652213124.jpg,0,0,1,0
37,drab_7655362714.jpg,0,0,0,0
38,healthy_9295836814.jpg,0,0,1,0
39,unhealthy_16504995995.jpg,0,0,0,0
40,unhealthy_15688588453.jpg,0,0,0,0
41,unhealthy_14751568235.jpg,0,0,0,0
42,gentle_4803238694.jpg,0,0,0,0
43,glamorous_5503369838.jpg,1,0,0,0
44,fun_6821196589.jpg,0,0,0,1
45,fun_4566672242.jpg,0,0,0,1
46,rugged_14301082057.jpg,0,1,0,0
47,glamorous_15287828042.jpg,1,0,0,0
48,glamorous_2591605839.jpg,1,0,0,0
49,fun_2828451474.jpg,0,0,0,1
50,glamorous_8969546080.jpg,1,0,0,0
51,rugged_14451805239.jpg,0,1,0,0
52,gentle_3842648277.jpg,0,0,0,0
53,gentle_12172448543.jpg,0,0,0,0
54,unhealthy_12129605415.jpg,0,0,0,0
55,unhealthy_525783718.jpg,0,0,0,0
56,drab_12572163104.jpg,0,0,0,0
57,drab_4285762281.jpg,0,0,0,0
58,dull_3453571733.jpg,0,0,0,0
59,rugged_3543621670.jpg,0,1,0,0
60,drab_5926972424.jpg,0,0,0,0
61,drab_3682020346.jpg,0,0,0,0
62,glamorous_11280762385.jpg,1,0,0,0
63,drab_4579080543.jpg,0,0,0,0
64,drab_3416818231.jpg,0,0,0,0
65,rugged_8665703532.jpg,0,1,0,0
66,fun_5868381948.jpg,0,0,0,1
67,dull_4085692546.jpg,0,0,0,0
68,glamorous_834882638.jpg,1,0,0,0
69,dull_4473158181.jpg,0,0,0,0
70,healthy_3108393916.jpg,0,0,1,0
71,fun_5088721625.jpg,0,0,0,1
72,dull_5653148364.jpg,0,0,0,0
73,healthy_4731703969.jpg,0,0,1,0
74,fun_4869372559.jpg,0,0,0,1
75,drab_5192455655.jpg,0,0,0,0
76,dull_4540590817.jpg,0,0,0,0
77,unhealthy_9433249072.jpg,0,0,0,0
78,rugged_5484629316.jpg,0,1,0,0
79,gentle_5235528384.jpg,0,0,0,0
80,glamorous_24664044912.jpg,1,0,0,0
81,drab_4060900401.jpg,0,0,0,0
82,healthy_2466554603.jpg,0,0,1,0
83,gentle_3843417054.jpg,0,0,0,0
84,drab_3266222753.jpg,0,0,0,0
85,drab_14084914556.jpg,0,0,0,0
86,dull_8603582734.jpg,0,0,0,0
87,unhealthy_8738143580.jpg,0,0,0,0
88,healthy_3831758557.jpg,0,0,1,0
89,gentle_3746906157.jpg,0,0,0,0
90,gentle_3147602188.jpg,0,0,0,0
91,dull_13200111734.jpg,0,0,0,0
92,rugged_3971404486.jpg,0,1,0,0
93,healthy_14131568470.jpg,0,0,1,0
94,unhealthy_8252035.jpg,0,0,0,0
95,glamorous_7584226470.jpg,1,0,0,0
96,drab_12836962845.jpg,0,0,0,0
97,gentle_3842500455.jpg,0,0,0,0
98,rugged_5688732566.jpg,0,1,0,0
99,gentle_16772619640.jpg,0,0,0,0
100,glamorous_3371165344.jpg,1,0,0,0
101,gentle_8314541195.jpg,0,0,0,0
102,fun_11323192516.jpg,0,0,0,1
